"alfalfa","almond","apple","apricot","barley","cherry","cotton","fig","grape","lemonlime","maize","melonetc","oats","olive","orange","pea","peachetc","pear","potato","rice","rye","sunflower","tangetc","tomato","triticale","vetch","watermelon","wheat"
0.83,0.8,0.83,0.83,0.9,0.83,1,0.83,0.65,0.83,1,0.83,0.8,0.5,1,0.9,0.83,0.83,0.9,1,0.96,0.5,1,0.9,0.96,0.9,0.83,0.9
