Code,Copert_V_name,Technology,Mode,Road.Slope,Load,Min.Speed,Max.Speed,Alpha,Beta,Gamma,Delta,Epsilon,Zita,Hta,RF,Q,PF,T
PCD_10,Passenger Cars_Diesel_Medium_Conventional,,,,,10,130,5.35E-05,0.039799759,1.550324902,3.716106742,0.000701614,0.081349501,0.728396267,0,1,1,1 
PCD_11,Passenger Cars_Diesel_Medium_Euro 1,,,,,10,120,0.000167546,-0.028897926,1.530647962,5.91E-13,-1.52E-16,1.01E-15,1.5371237,0,1,1,1 
PCD_12,Passenger Cars_Diesel_Medium_Euro 2,,,,,10,120,0.000153316,-0.03041853,1.572868342,4.25E-12,-4.30E-16,-3.40E-15,1.748191402,0,1,1,1 
PCD_13,Passenger Cars_Diesel_Medium_Euro 3,,,,,10,120,1.91E-05,-0.004473278,0.258343902,1.678281467,-8.13E-17,6.01E-15,1.531944365,0,1,1,1 
PCD_14,Passenger Cars_Diesel_Medium_Euro 4,,,,,10,130,8.50E-05,-0.012728088,0.999003862,0.882469675,0.001982367,0.04202091,2.876822862,0,1,1,1 
PCD_15,Passenger Cars_Diesel_Medium_Euro 5,,,,,10,120,-0.001667067,0.212609273,-0.744959136,0.717101531,0.027359958,1.513203088,7.41E-09,0,1,1,1 
PCD_16,Passenger Cars_Diesel_Medium_Euro 6 up to 2016,,,,,10,130,3.31E-05,-0.005727832,0.282346192,0.943071292,0.000354315,-0.070543085,4.611405233,0,1,1,1 
PCD_17,Passenger Cars_Diesel_Medium_Euro 6 2017-2019,,,,,10,130,3.31E-05,-0.005727832,0.282346192,0.943071292,0.000354315,-0.070543085,4.611405233,0,1,1,1 
PCD_18,Passenger Cars_Diesel_Medium_Euro 6 2020+,,,,,10,130,3.31E-05,-0.005727832,0.282346192,0.943071292,0.000354315,-0.070543085,4.611405233,0,1,1,1 
PCD_19,Passenger Cars_Diesel_Large-SUV-Executive_Conventional,,,,,10,130,5.35E-05,0.039799759,1.550324902,3.716106742,0.000701614,0.081349501,0.728396267,0,1,1,1 
PCD_20,Passenger Cars_Diesel_Large-SUV-Executive_Euro 1,,,,,10,120,0.000167546,-0.028897926,1.530647962,5.91E-13,-1.52E-16,1.01E-15,1.5371237,0,1,1,1 
PCD_21,Passenger Cars_Diesel_Large-SUV-Executive_Euro 2,,,,,10,120,0.000153316,-0.03041853,1.572868342,4.25E-12,-4.30E-16,-3.40E-15,1.748191402,0,1,1,1 
PCD_22,Passenger Cars_Diesel_Large-SUV-Executive_Euro 3,,,,,10,120,1.91E-05,-0.004473278,0.258343902,1.678281467,-8.13E-17,6.01E-15,1.531944365,0,1,1,1 
PCD_23,Passenger Cars_Diesel_Large-SUV-Executive_Euro 4,,,,,10,130,8.50E-05,-0.012728088,0.999003862,0.882469675,0.001982367,0.04202091,2.876822862,0,1,1,1 
PCD_24,Passenger Cars_Diesel_Large-SUV-Executive_Euro 5,,,,,10,120,-0.001667067,0.212609273,-0.744959136,0.717101531,0.027359958,1.513203088,7.41E-09,0,1,1,1 
PCD_25,Passenger Cars_Diesel_Large-SUV-Executive_Euro 6 up to 2016,,,,,10,130,3.31E-05,-0.005727832,0.282346192,0.943071292,0.000354315,-0.070543085,4.611405233,0,1,1,1 
PCD_26,Passenger Cars_Diesel_Large-SUV-Executive_Euro 6 2017-2019,,,,,10,130,3.31E-05,-0.005727832,0.282346192,0.943071292,0.000354315,-0.070543085,4.611405233,0,1,1,1 
PCD_27,Passenger Cars_Diesel_Large-SUV-Executive_Euro 6 2020+,,,,,10,130,3.31E-05,-0.005727832,0.282346192,0.943071292,0.000354315,-0.070543085,4.611405233,0,1,1,1 
PCH_1,Passenger Cars_Petrol Hybrid_Mini_Euro 4,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_2,Passenger Cars_Petrol Hybrid_Mini_Euro 5,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_3,Passenger Cars_Petrol Hybrid_Mini_Euro 6 up to 2016,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_4,Passenger Cars_Petrol Hybrid_Mini_Euro 6 2017-2019,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_5,Passenger Cars_Petrol Hybrid_Mini_Euro 6 2020+,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_6,Passenger Cars_Petrol Hybrid_Small_Euro 4,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_7,Passenger Cars_Petrol Hybrid_Small_Euro 5,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_8,Passenger Cars_Petrol Hybrid_Small_Euro 6 up to 2016,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_9,Passenger Cars_Petrol Hybrid_Small_Euro 6 2017-2019,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_10,Passenger Cars_Petrol Hybrid_Small_Euro 6 2020+,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_11,Passenger Cars_Petrol Hybrid_Medium_Euro 4,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_12,Passenger Cars_Petrol Hybrid_Medium_Euro 5,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_13,Passenger Cars_Petrol Hybrid_Medium_Euro 6 up to 2016,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_14,Passenger Cars_Petrol Hybrid_Medium_Euro 6 2017-2019,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_15,Passenger Cars_Petrol Hybrid_Medium_Euro 6 2020+,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_16,Passenger Cars_Petrol Hybrid_Large-SUV-Executive_Euro 4,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_17,Passenger Cars_Petrol Hybrid_Large-SUV-Executive_Euro 5,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_18,Passenger Cars_Petrol Hybrid_Large-SUV-Executive_Euro 6 up to 2016,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_19,Passenger Cars_Petrol Hybrid_Large-SUV-Executive_Euro 6 2017-2019,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCH_20,Passenger Cars_Petrol Hybrid_Large-SUV-Executive_Euro 6 2020+,,,,,20,130,-8.91E-07,0.002758629,0.354804385,3.437857809,0.002266921,0.18808284,1.121455247,0,1,1,1 
PCLPG_1,Passenger Cars_LPG Bifuel ~ LPG_Mini_Euro 4,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCB_1,Passenger Cars_LPG Bifuel ~ Petrol_Mini_Euro 4,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCLPG_2,Passenger Cars_LPG Bifuel ~ LPG_Mini_Euro 5,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCB_2,Passenger Cars_LPG Bifuel ~ Petrol_Mini_Euro 5,,,,,5,130,0.000445266,-0.102075932,6.876928223,10.38384947,0.001621048,-0.437563056,30.33733277,0,1,1,1 
PCLPG_3,Passenger Cars_LPG Bifuel ~ LPG_Mini_Euro 6,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCB_3,Passenger Cars_LPG Bifuel ~ Petrol_Mini_Euro 6,,,,,5,130,0.000851042,-0.179925714,11.29748761,16.90216992,0.00264282,-0.718982971,50.79368865,0,1,1,1 
PCLPG_4,Passenger Cars_LPG Bifuel ~ LPG_Small_Conventional,,,,,10,130,0.242597388,-26.00146362,778.9864327,8.89E-10,1.24E-15,-2.38E-13,62.20445841,0,1,1,1 
PCB_4,Passenger Cars_LPG Bifuel ~ Petrol_Small_Conventional,,,,,10,130,0.002350151,-0.31363076,14.87624736,6.04E-11,-2.42E-16,6.00E-15,0.831911831,0,1,1,1 
PCLPG_5,Passenger Cars_LPG Bifuel ~ LPG_Small_Euro 1,,,,,10,130,0.032763601,-3.469963146,125.3892777,3.23E-09,9.75E-15,-2.23E-12,29.78509138,0,1,1,1 
PCB_5,Passenger Cars_LPG Bifuel ~ Petrol_Small_Euro 1,,,,,5,130,0.000527709,-0.079119828,8.693715335,3.44E-12,-0.000738169,0.100307823,0.779481244,0,1,1,1 
PCLPG_6,Passenger Cars_LPG Bifuel ~ LPG_Small_Euro 2,,,,,10,130,0.01555668,-1.647593815,59.53682784,6.47E-11,1.83E-16,-5.40E-14,20.79770027,0,1,1,1 
PCB_6,Passenger Cars_LPG Bifuel ~ Petrol_Small_Euro 2,,,,,5,130,-6.49E-06,0.005877958,2.339936978,7.43E-13,-0.000974238,0.135279405,0.038660255,0,1,1,1 
PCLPG_7,Passenger Cars_LPG Bifuel ~ LPG_Small_Euro 3,,,,,5,130,7.22E-14,6.753294739,42.32724901,3.23E-07,-0.146573192,20.90033725,0.590294094,0,1,1,1 
PCB_7,Passenger Cars_LPG Bifuel ~ Petrol_Small_Euro 3,,,,,5,130,7.22E-14,6.753294739,42.32724901,3.23E-07,-0.146573192,20.90033725,0.590294094,0,1,1,1 
PCLPG_8,Passenger Cars_LPG Bifuel ~ LPG_Small_Euro 4,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCB_8,Passenger Cars_LPG Bifuel ~ Petrol_Small_Euro 4,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCLPG_9,Passenger Cars_LPG Bifuel ~ LPG_Small_Euro 5,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCB_9,Passenger Cars_LPG Bifuel ~ Petrol_Small_Euro 5,,,,,5,130,0.000445266,-0.102075932,6.876928223,10.38384947,0.001621048,-0.437563056,30.33733277,0,1,1,1 
PCLPG_10,Passenger Cars_LPG Bifuel ~ LPG_Small_Euro 6,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCB_10,Passenger Cars_LPG Bifuel ~ Petrol_Small_Euro 6,,,,,5,130,0.000851042,-0.179925714,11.29748761,16.90216992,0.00264282,-0.718982971,50.79368865,0,1,1,1 
PCLPG_11,Passenger Cars_LPG Bifuel ~ LPG_Medium_Conventional,,,,,10,130,0.242597388,-26.00146362,778.9864327,8.89E-10,1.24E-15,-2.38E-13,62.20445841,0,1,1,1 
PCB_11,Passenger Cars_LPG Bifuel ~ Petrol_Medium_Conventional,,,,,10,130,0.010799586,-1.224840184,50.2774221,2.00E-12,-1.27E-17,5.14E-16,5.322615086,0,1,1,1 
PCLPG_12,Passenger Cars_LPG Bifuel ~ LPG_Medium_Euro 1,,,,,10,130,0.032763601,-3.469963146,125.3892777,3.23E-09,9.75E-15,-2.23E-12,29.78509138,0,1,1,1 
PCB_12,Passenger Cars_LPG Bifuel ~ Petrol_Medium_Euro 1,,,,,5,130,0.000527709,-0.079119828,8.693715335,3.44E-12,-0.000738169,0.100307823,0.779481244,0,1,1,1 
PCLPG_13,Passenger Cars_LPG Bifuel ~ LPG_Medium_Euro 2,,,,,10,130,0.01555668,-1.647593815,59.53682784,6.47E-11,1.83E-16,-5.40E-14,20.79770027,0,1,1,1 
PCB_13,Passenger Cars_LPG Bifuel ~ Petrol_Medium_Euro 2,,,,,5,130,-6.49E-06,0.005877958,2.339936978,7.43E-13,-0.000974238,0.135279405,0.038660255,0,1,1,1 
PCLPG_14,Passenger Cars_LPG Bifuel ~ LPG_Medium_Euro 3,,,,,5,130,7.22E-14,6.753294739,42.32724901,3.23E-07,-0.146573192,20.90033725,0.590294094,0,1,1,1 
PCB_14,Passenger Cars_LPG Bifuel ~ Petrol_Medium_Euro 3,,,,,5,130,7.22E-14,6.753294739,42.32724901,3.23E-07,-0.146573192,20.90033725,0.590294094,0,1,1,1 
PCLPG_15,Passenger Cars_LPG Bifuel ~ LPG_Medium_Euro 4,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCB_15,Passenger Cars_LPG Bifuel ~ Petrol_Medium_Euro 4,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCLPG_16,Passenger Cars_LPG Bifuel ~ LPG_Medium_Euro 5,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCB_16,Passenger Cars_LPG Bifuel ~ Petrol_Medium_Euro 5,,,,,5,130,0.000445266,-0.102075932,6.876928223,10.38384947,0.001621048,-0.437563056,30.33733277,0,1,1,1 
PCLPG_17,Passenger Cars_LPG Bifuel ~ LPG_Medium_Euro 6,,,,,5,130,5.50E-12,-0.033417612,5.109834522,-1.04E-07,0.001871536,-0.528830906,37.50573903,0,1,1,1 
PCB_17,Passenger Cars_LPG Bifuel ~ Petrol_Medium_Euro 6,,,,,5,130,0.000851042,-0.179925714,11.29748761,16.90216992,0.00264282,-0.718982971,50.79368865,0,1,1,1 
PCLPG_18,Passenger Cars_LPG Bifuel ~ LPG_Large-SUV-Executive_Conventional,,,,,10,130,0.242597388,-26.00146362,778.9864327,8.89E-10,1.24E-15,-2.38E-13,62.20445841,0,1,1,1 
PCB_18,Passenger Cars_LPG Bifuel ~ Petrol_Large-SUV-Executive_Conventional,,,,,10,130,6.82E-06,-0.000785716,-0.016810142,4.96227077,1.12E-06,-0.000227815,0.016878781,0,1,1,1 
PCLPG_19,Passenger Cars_LPG Bifuel ~ LPG_Large-SUV-Executive_Euro 1,,,,,10,130,0.032763601,-3.469963146,125.3892777,3.23E-09,9.75E-15,-2.23E-12,29.78509138,0,1,1,1 
PCB_19,Passenger Cars_LPG Bifuel ~ Petrol_Large-SUV-Executive_Euro 1,,,,,5,130,0.000527709,-0.079119828,8.693715335,3.44E-12,-0.000738169,0.100307823,0.779481244,0,1,1,1 
PCLPG_20,Passenger Cars_LPG Bifuel ~ LPG_Large-SUV-Executive_Euro 2,,,,,10,130,0.01555668,-1.647593815,59.53682784,6.47E-11,1.83E-16,-5.40E-14,20.79770027,0,1,1,1 
