Code,Copert_V_name,Technology,Mode,Road.Slope,Load,Min.Speed,Max.Speed,Alpha,Beta,Gamma,Delta,Epsilon,Zita,Hta,RF,Q,PF,T
PCH_9,Passenger Cars_Petrol Hybrid_Small_Euro 6 2017-2019,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_10,Passenger Cars_Petrol Hybrid_Small_Euro 6 2020+,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_11,Passenger Cars_Petrol Hybrid_Medium_Euro 4,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_12,Passenger Cars_Petrol Hybrid_Medium_Euro 5,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_13,Passenger Cars_Petrol Hybrid_Medium_Euro 6 up to 2016,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_14,Passenger Cars_Petrol Hybrid_Medium_Euro 6 2017-2019,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_15,Passenger Cars_Petrol Hybrid_Medium_Euro 6 2020+,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_16,Passenger Cars_Petrol Hybrid_Large-SUV-Executive_Euro 4,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_17,Passenger Cars_Petrol Hybrid_Large-SUV-Executive_Euro 5,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_18,Passenger Cars_Petrol Hybrid_Large-SUV-Executive_Euro 6 up to 2016,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_19,Passenger Cars_Petrol Hybrid_Large-SUV-Executive_Euro 6 2017-2019,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCH_20,Passenger Cars_Petrol Hybrid_Large-SUV-Executive_Euro 6 2020+,,,,,20,130,-6.24E-05,0.010848278,-0.16587581,-3.98E-11,1.00E-14,-2.05E-12,16.58758101,0,1,1,1 
PCLPG_1,Passenger Cars_LPG Bifuel ~ LPG_Mini_Euro 4,,,,,5,130,3.86E-05,-0.008580222,0.577346262,1.31E-12,2.70E-17,-1.31E-13,5.430520471,0,1,1,1 
PCB_1,Passenger Cars_LPG Bifuel ~ Petrol_Mini_Euro 4,,,,,5,130,3.86E-05,-0.008580222,0.577346262,1.31E-12,2.70E-17,-1.31E-13,5.430520471,0,1,1,1 
PCLPG_2,Passenger Cars_LPG Bifuel ~ LPG_Mini_Euro 5,,,,,5,130,2.00E-05,-0.004460743,0.300154633,3.45E-10,3.19E-13,-4.13E-11,3.764340371,0,1,1,1 
PCB_2,Passenger Cars_LPG Bifuel ~ Petrol_Mini_Euro 5,,,,,5,130,-0.000314541,0.103056777,0.239056576,-0.339279149,0.034535828,1.986012746,1.26376326,0,1,1,1 
PCLPG_3,Passenger Cars_LPG Bifuel ~ LPG_Mini_Euro 6,,,,,5,130,2.00E-05,-0.004460743,0.300154633,3.45E-10,3.19E-13,-4.13E-11,3.764340371,0,1,1,1 
PCB_3,Passenger Cars_LPG Bifuel ~ Petrol_Mini_Euro 6,,,,,5,130,-0.000618305,0.138921401,0.19343893,-0.485843325,0.034166813,2.293105948,0.407899382,0,1,1,1 
PCLPG_4,Passenger Cars_LPG Bifuel ~ LPG_Small_Conventional,,,,,10,130,0.030583115,5.264288074,61.00992129,-56.02622685,0.005056895,2.078926924,53.57946506,0,1,1,1 
PCB_4,Passenger Cars_LPG Bifuel ~ Petrol_Small_Conventional,,,,,10,130,0.022412692,2.693855337,0.440038024,-63.7846821,0.00643573,1.633636475,29.77104834,0,1,1,1 
PCLPG_5,Passenger Cars_LPG Bifuel ~ LPG_Small_Euro 1,,,,,10,130,6.92E-05,-0.010891473,0.912463369,7.44E-10,2.07E-14,-9.12E-12,1.72880517,0,1,1,1 
PCB_5,Passenger Cars_LPG Bifuel ~ Petrol_Small_Euro 1,,,,,5,130,0.000544944,-0.058220501,3.055055809,-3.25E-12,-6.54E-16,7.62E-14,5.822050053,0,1,1,1 
PCLPG_6,Passenger Cars_LPG Bifuel ~ LPG_Small_Euro 2,,,,,10,130,3.12E-05,-0.004918529,0.412063456,-8.39E-12,-5.76E-15,3.65E-13,2.168663718,0,1,1,1 
PCB_6,Passenger Cars_LPG Bifuel ~ Petrol_Small_Euro 2,,,,,5,130,0.000383087,-0.029202016,0.952859261,-3.49E-10,0.001488664,-0.078633738,3.360416167,0,1,1,1 
