,Link_ID,FID,length
586,478,6307,0.014301580802168477
587,479,6307,0.018816739654892785
588,483,6307,0.08401406424853525
589,484,6307,0.23124728795792965
590,485,6307,0.14756125517797017
591,493,6307,0.07717017623813142
592,494,6307,0.3175739381751923
593,495,6307,0.014211460015237156
594,496,6307,0.08785554512148865
595,499,6307,0.0046187085787616575
596,500,6307,0.013560756823082668
597,501,6307,0.015186341473009212
598,514,6307,0.005210231574296286
599,515,6307,0.006063894518723599
600,539,6307,0.10039022673481662
601,540,6307,0.010617401852230523
602,580,6307,0.10955053063605018
603,581,6307,0.018779642840095766
604,582,6307,0.015936454291474483
605,583,6307,0.022862015290577915
606,584,6307,0.014209040400815727
607,585,6307,0.05643108956122561
608,588,6307,0.27824237764537924
609,589,6307,0.018129955233093097
610,590,6307,0.1752848064355811
611,591,6307,0.02670316414272532
612,592,6307,0.015137496466694086
613,593,6307,0.0422815978085776
614,596,6307,0.006794047962634362
615,597,6307,0.009187362332533304
616,598,6307,0.00797532524923792
617,599,6307,0.0297447612168685
618,600,6307,0.051161184086654474
619,601,6307,0.14780341846842743
620,602,6307,0.04886345755621108
621,603,6307,0.10687800807000021
622,604,6307,0.1375744520527543
623,638,6307,0.07907188498216897
624,681,6307,0.017258471852589895
625,683,6307,0.006430702513397021
626,684,6307,0.005465650342503881
627,707,6307,0.11830267710578025
628,708,6307,0.0897211590430958
629,730,6307,0.05450102292366303
630,734,6307,0.033401031039232074
631,735,6307,0.013542784920328782
632,736,6307,0.028017409511047583
633,737,6307,0.13413139447782524
634,738,6307,0.009722274175106701
635,807,6307,0.4228642592015439
636,811,6307,0.09856117952610823
637,814,6307,0.05016438783049124
638,815,6307,0.058635615429322635
639,817,6307,0.021194140144679286
640,943,6307,0.11816470053318287
641,968,6307,0.009131702693791823
642,970,6307,0.02202058158470314
643,972,6307,0.10721715063283446
644,980,6307,0.1181989770709543
645,985,6307,0.08994583871055509
646,1023,6307,0.0903163484427557
647,1024,6307,0.008192688269616012
648,1035,6307,0.024789853696753426
649,1038,6307,0.30742148883149717
650,1041,6307,0.03266635411034822
651,1042,6307,0.052331645237685125
652,1049,6307,0.08477237042251078
653,1052,6307,0.2740498023422377
654,1053,6307,0.22259793636123254
655,1056,6307,0.05099808365167921
656,1074,6307,0.010185217064068483
657,1075,6307,0.039746794635577704
658,1076,6307,0.011531202866797723
659,1080,6307,0.050460937564672376
660,1089,6307,0.004188801775345917
661,1093,6307,0.10478701141864548
662,1098,6307,0.024401863278932616
663,1100,6307,0.016646617280640232
664,1102,6307,0.07127795794179947
665,1105,6307,0.038869431432757416
666,1106,6307,0.01642349908037005
667,1107,6307,0.03639691879677618
668,1118,6307,0.008402214266401793
669,1120,6307,0.0340434910678851
670,1127,6307,0.05105631059394651
671,1158,6307,0.003881731003450124
672,1159,6307,0.13333648686833383
673,1166,6307,0.29391104255221223
674,1169,6307,0.03029249918813365
675,1170,6307,0.017186433190103722
676,1174,6307,0.05017839146405239
677,1175,6307,0.08322294579346158
678,1176,6307,0.0622633790173404
679,1177,6307,0.04176029851110475
680,1180,6307,0.010252464498303792
681,1181,6307,0.9003583345260832
682,1182,6307,0.15882490540730945
683,1183,6307,0.3593000739761782
684,1184,6307,0.11637170588761772
685,1185,6307,0.0911147450439039
686,1191,6307,0.008417382869044079
687,1199,6307,0.059656987012541636
688,1200,6307,0.02369423512763502
689,1204,6307,0.009544135922914565
690,1210,6307,0.05431167666333374
691,1213,6307,0.0178225279049487
692,1214,6307,0.026301682333509924
693,1215,6307,0.007070102907972086
694,1216,6307,0.010753968045295773
695,1217,6307,0.08646639974663362
696,1218,6307,0.05348950837346954
697,1219,6307,0.05767941993678772
698,1220,6307,0.02910884064567754
699,1221,6307,0.03293542281838884
700,1222,6307,0.006896192518957641
701,1223,6307,0.016773785820137513
702,1226,6307,0.09988986822049353
703,1228,6307,0.014762285985626138
704,1237,6307,0.06703994878609554
705,1238,6307,0.1715513984042172
