"P_hour","operation","day_type","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"LEIB","departure","weekday",0.0190794276171715,0.0317990460286191,0.0254392368228953,0.00953971380858574,0.00158995230143096,0.0174894753157405,0.0445186644400668,0.0174894753157405,0.0349789506314811,0.0445186644400668,0.0667679969600912,0.0715378538643841,0.0937971860844175,0.0635880923572293,0.0540483785486435,0.0604081877543674,0.0619981400557983,0.0333889983300501,0.0572282831515055,0.038158855234343,0.0445186644400668,0.0317990460286191,0.036568902932912,0.0397488075357739
"LEJR","arrival","weekend",0.0161296774064519,0,0,0,0,0,0,0,0.0322593548129037,0.0322593548129037,0.0322593548129037,0.0161296774064519,0.0645187096258075,0.0645187096258075,0.0161296774064519,0.112897742045159,0.145157096858063,0.145157096858063,0.0806483870322594,0.0806483870322594,0.112897742045159,0.0161296774064519,0.0322593548129037,0
"LEJR","arrival","weekday",0,0,0,0,0,0,0,0.0176,0.02933,0.07331,0.06452,0.06158,0.09677,0.10557,0.06158,0.06452,0.09384,0.09091,0.06452,0.06158,0.05279,0.01466,0.04692,0
"LEJR","departure","weekend",0,0,0,0,0,0,0,0.0307709231276938,0,0.107693230796924,0.0153804614138424,0.0769223076692301,0.0769223076692301,0.0307709231276938,0.138464153924618,0.169235077052312,0.0153804614138424,0.0307709231276938,0.138464153924618,0.0461513845415362,0.0769223076692301,0.0307709231276938,0.0153804614138424,0
"LEJR","departure","weekday",0,0,0,0,0,0,0,0.0147494100235991,0.0766969321227151,0.0884964601415943,0.061947522099116,0.0707971681132755,0.0796468141274349,0.100285988560458,0.0914463421463141,0.0884964601415943,0.0560477580896764,0.0383484660613575,0.0855465781368745,0.0501479940802368,0.0501479940802368,0.0353985840566377,0.0117995280188792,0
"LELC","arrival","weekend",0,0,0,0,0,0,0,0,0,0.06667,0.04,0.09333,0.06667,0.04,0.09333,0.06667,0.08,0.05333,0.12,0.06667,0.13333,0.05333,0.02667,0
"LELC","arrival","weekday",0,0,0,0,0,0,0,0,0.0132497350052999,0,0.0132497350052999,0.0198696026079478,0.00661986760264795,0.0198696026079478,0.0264894702105958,0.145697086058279,0.0529789404211916,0.119207615847683,0.132447351052979,0.112577748445031,0.185426291474171,0.0728485430291394,0.0794684106317874,0
"LELC","departure","weekend",0,0,0,0,0,0,0,0,0.0394707894157883,0.0131602632052641,0.118422368447369,0.0394707894157883,0.0921118422368447,0.0526310526210524,0,0.105262105242105,0.0394707894157883,0.105262105242105,0.0657913158263165,0.105262105242105,0.0657913158263165,0.118422368447369,0.0394707894157883,0
"LELC","departure","weekday",0,0,0,0,0,0,0,0.046980469804698,0.026850268502685,0,0,0.020130201302013,0.00671006710067101,0.00671006710067101,0.020130201302013,0.107381073810738,0.0939609396093961,0.0872508725087251,0.120811208112081,0.147651476514765,0.0872508725087251,0.147651476514765,0.0671106711067111,0.013420134201342
"LELL","arrival","weekend",0,0,0,0,0,0,0,0,0,0.025,0.08125,0.08125,0.16875,0.0875,0.04375,0.0375,0.075,0.10625,0.0875,0.1,0.08125,0.025,0,0
"LELL","arrival","weekday",0,0,0.002490024900249,0,0,0,0,0,0.012470124701247,0.042390423904239,0.0847908479084791,0.0648406484064841,0.0748107481074811,0.0847908479084791,0.0623406234062341,0.0623406234062341,0.0922709227092271,0.102241022410224,0.129681296812968,0.0673306733067331,0.107231072310723,0.00998009980099801,0,0
"LELL","departure","weekend",0,0,0,0,0,0,0,0,0.031249687503125,0.1249987500125,0.156248437515625,0.156248437515625,0.1249987500125,0.0703092969070309,0.0781292187078129,0.0468795312046879,0.0546894531054689,0.031249687503125,0.0859391406085939,0.023439765602344,0.00780992190078099,0.00780992190078099,0,0
"LELL","departure","weekday",0,0,0.00277991660250192,0,0,0,0,0.00277991660250192,0.0472185834424967,0.0944371668849934,0.0555583332500025,0.102776916692499,0.0805575832725018,0.0666679999600012,0.0805575832725018,0.102776916692499,0.0583282501524954,0.127776166714999,0.0666679999600012,0.0805575832725018,0.0249992500224993,0.00555983320500385,0,0
"LELN","arrival","weekend",0,0,0,0,0,0,0,0.0588211764235285,0,0,0,0.0588211764235285,0.176473529470589,0.0588211764235285,0.117652353047061,0.117652353047061,0,0.0588211764235285,0.0588211764235285,0.0588211764235285,0,0.0588211764235285,0.117652353047061,0.0588211764235285
"LELN","arrival","weekday",0.0172403448068961,0.0172403448068961,0,0,0,0,0,0,0,0.0344806896137923,0.172413448268965,0.0172403448068961,0.0344806896137923,0.0344806896137923,0.189663793275866,0.0172403448068961,0.0344806896137923,0.0689713794275886,0.0689713794275886,0.0517210344206884,0,0.172413448268965,0.0517210344206884,0.0172403448068961
"LELN","departure","weekend",0,0,0,0,0,0,0,0.235294705894118,0,0,0.0588211764235285,0.235294705894118,0.117652353047061,0,0,0.235294705894118,0,0,0.0588211764235285,0.0588211764235285,0,0,0,0
"LELN","departure","weekday",0,0.017240172401724,0,0,0,0,0,0.20690206902069,0.017240172401724,0.034480344803448,0.120691206912069,0.137931379313793,0.0689706897068971,0,0,0.155171551715517,0.017240172401724,0.137931379313793,0.0517205172051721,0.017240172401724,0,0,0.017240172401724,0
"LEMD","arrival","weekend",0.01259,0.00924,0.00756,0.00588,0.00168,0.00588,0.01427,0.03023,0.04366,0.05793,0.07641,0.04786,0.06213,0.06213,0.06465,0.06465,0.05038,0.04786,0.06045,0.05458,0.0487,0.05709,0.06969,0.0445
"LEMD","arrival","weekday",0.0202006060181805,0.00711021330639919,0.00569017070512115,0.00199005970179105,0.00199005970179105,0.00569017070512115,0.0150804524135724,0.0392711781353441,0.0549216476494295,0.0600518015540466,0.0677320319609588,0.0560616818504555,0.0591917757532726,0.0560616818504555,0.0569217076512295,0.0580517415522466,0.0506515195455864,0.0549216476494295,0.0574817244517336,0.0583417502525076,0.0563516905507165,0.0617518525555767,0.0591917757532726,0.035291058731762
"LEMD","departure","weekend",0.0109196724098277,0.00587982360529184,0.00335989920302391,0.00419987400377989,0.00419987400377989,0.00503984880453586,0.0235092947211584,0.0495385138445847,0.0537383878483646,0.0680079597612072,0.0528984130476086,0.0562583122506325,0.0772476825695229,0.073047808565743,0.0596082117536474,0.0486985390438287,0.0847974560763177,0.0629681109566713,0.0512184634460966,0.0545783626491205,0.0596082117536474,0.036938891833245,0.0251892443226703,0.0285491435256942
"LEMD","departure","weekday",0.00938990610093899,0.00796992030079699,0.002559974400256,0.00654993450065499,0.002559974400256,0.00369996300037,0.030169698303017,0.0660393396066039,0.0574994250057499,0.0620593794062059,0.0572194278057219,0.045829541704583,0.0725892741072589,0.0623393766062339,0.0518094819051809,0.0486795132048679,0.0768592314076859,0.0609193908060919,0.0583494165058349,0.0518094819051809,0.0631893681063189,0.044689553104469,0.032449675503245,0.024769752302477
"LEMG","arrival","weekend",0.027480274802748,0.016910169101691,0.010570105701057,0.002110021100211,0,0,0.00634006340063401,0.012680126801268,0.031710317103171,0.0845708457084571,0.0761107611076111,0.0718807188071881,0.0718807188071881,0.048630486304863,0.048630486304863,0.040170401704017,0.0592005920059201,0.0549705497054971,0.0528505285052851,0.0592005920059201,0.0761107611076111,0.0655406554065541,0.046510465104651,0.035940359403594
"LEMG","arrival","weekday",0.0145797084058319,0.0124997500049999,0.0104197916041679,0.00416991660166797,0.00207995840083198,0,0.00832983340333193,0.00832983340333193,0.0374992500149997,0.0552088958220836,0.0781284374312514,0.0968780624387512,0.0760384792304154,0.0572888542229155,0.0677086458270835,0.0593788124237515,0.0531289374212516,0.0333293334133317,0.0489590208195836,0.0739585208295834,0.0708285834283314,0.0531289374212516,0.0437491250174997,0.0343793124137517
"LEMG","departure","weekend",0.0189903798075962,0.0126602532050641,0.00844016880337607,0.00844016880337607,0.00211004220084402,0,0.00633012660253205,0.0506310126202524,0.0168803376067521,0.0443008860177204,0.0759515190303806,0.0801716034320687,0.0717314346286926,0.0780615612312246,0.0527410548210964,0.0421908438168763,0.0506310126202524,0.0611812236244725,0.0485209704194084,0.0443008860177204,0.0696213924278486,0.0632912658253165,0.0569611392227845,0.0358607172143443
"LEMG","departure","weekday",0.015589844101559,0.004159958400416,0.00727992720072799,0.00519994800051999,0.002079979200208,0.002079979200208,0.00623993760062399,0.047819521804782,0.032219677803222,0.0561294387056129,0.0540494595054049,0.0758792412075879,0.107068929310707,0.0727692723072769,0.0592494075059249,0.0675693243067569,0.0488595114048859,0.0623693763062369,0.028069719302807,0.0540494595054049,0.0613293867061329,0.0582094179058209,0.045739542604574,0.025989740102599
"LEMH","arrival","weekend",0.00588,0.00588,0,0,0,0,0,0.08235,0.09412,0.05294,0.07059,0.07059,0.05294,0.04118,0.05882,0.04706,0.05294,0.05882,0.05882,0.04706,0.06471,0.06471,0.04706,0.02353
"LEMH","arrival","weekday",0.00871991280087199,0.00580994190058099,0,0,0,0,0,0.0697693023069769,0.0755792442075579,0.0552294477055229,0.0581394186058139,0.0784892151078489,0.0494195058049419,0.031979680203198,0.0523294767052329,0.034879651203488,0.0959290407095929,0.0668593314066859,0.0523294767052329,0.034879651203488,0.0523294767052329,0.0813991860081399,0.0784892151078489,0.017439825601744
"LEMH","departure","weekend",0.01765,0,0,0,0,0,0,0.05294,0.05882,0.07059,0.06471,0.08235,0.04118,0.07059,0.02941,0.07059,0.04118,0.05882,0.07059,0.07647,0.05294,0.03529,0.07059,0.03529
"LEMH","departure","weekday",0.01719,0.00573,0.00287,0,0,0,0,0.06877,0.04011,0.0659,0.08309,0.04871,0.0745,0.04871,0.03438,0.0659,0.04298,0.08883,0.05731,0.04871,0.04011,0.04585,0.06877,0.05158
"LEPA","arrival","weekend",0.01979980200198,0.01649983500165,0.00989990100098999,0.00329996700033,0.00879991200087999,0.00659993400065999,0.01869981300187,0.04289957100429,0.0704092959070409,0.0583094169058309,0.0494995050049499,0.0528094719052809,0.0594094059059409,0.0528094719052809,0.0704092959070409,0.0594094059059409,0.03519964800352,0.03959960400396,0.0605093949060509,0.0583094169058309,0.0660093399066009,0.0638093619063809,0.04069959300407,0.03629963700363
"LEPA","arrival","weekday",0.0196903938078762,0.0101202024040481,0.00731014620292406,0.00787015740314806,0.00787015740314806,0.00731014620292406,0.0146202924058481,0.0427408548170963,0.0854917098341967,0.0646812936258725,0.0517410348206964,0.0489309786195724,0.0438708774175484,0.0798715974319486,0.0635512710254205,0.0466809336186724,0.0343106862137243,0.0421808436168723,0.0579311586231725,0.0731214624292486,0.0669313386267725,0.0489309786195724,0.0354307086141723,0.0388107762155243
"LEPA","departure","weekend",0.01313,0.00875,0.00766,0.00547,0.00547,0.01204,0.02516,0.04923,0.06346,0.05689,0.07002,0.04814,0.04705,0.05689,0.04595,0.06127,0.07987,0.04158,0.04486,0.04814,0.05799,0.06783,0.05252,0.03063
"LEPA","departure","weekday",0.01525,0.00791,0.00565,0.00395,0.00565,0.0096,0.02712,0.04407,0.05593,0.08136,0.06215,0.05989,0.04859,0.04972,0.06102,0.08757,0.04746,0.0322,0.02655,0.05876,0.06949,0.07288,0.04407,0.02316
"LEPP","arrival","weekend",0,0,0,0,0,0,0,0.024390243902439,0,0.0487804878048781,0.195121951219512,0.0975609756097561,0.0731707317073171,0.0487804878048781,0.0731707317073171,0.0975609756097561,0.121951219512195,0.0975609756097561,0,0.024390243902439,0.024390243902439,0,0.0487804878048781,0.024390243902439
"LEPP","arrival","weekday",0,0,0,0,0,0,0,0.008,0.032,0,0.152,0.104,0.032,0.048,0.08,0.032,0.12,0.088,0.064,0.08,0.04,0.032,0.04,0.048
"LEPP","departure","weekend",0,0,0,0,0,0,0.0232593022209334,0.0465086047418578,0.0232593022209334,0,0.139525814225573,0.18604441866744,0.0465086047418578,0.0697679069627911,0.0697679069627911,0.0232593022209334,0.0697679069627911,0.18604441866744,0.0697679069627911,0.0232593022209334,0,0.0232593022209334,0,0
"LEPP","departure","weekday",0,0,0,0,0,0,0.041320413204132,0.024790247902479,0.041320413204132,0,0.0661206612066121,0.11570115701157,0.123971239712397,0.033060330603306,0.0743807438074381,0.041320413204132,0.0578505785057851,0.0991709917099171,0.0909109091090911,0.0578505785057851,0.041320413204132,0.0495904959049591,0.033060330603306,0.00826008260082601
"LERJ","arrival","weekend",0,0,0,0,0,0,0,0,0,0.05,0.1,0.25,0.15,0.1,0.1,0,0,0,0.05,0.1,0.1,0,0,0
"LERJ","arrival","weekday",0,0,0,0,0,0,0,0.0312490625281242,0.0312490625281242,0,0.109376718698439,0.0937471875843725,0.187494375168745,0.0937471875843725,0.0781276561703149,0.0312490625281242,0,0.0156295311140666,0,0.0781276561703149,0.109376718698439,0.140625781226563,0,0
"LERJ","departure","weekend",0,0,0,0,0,0,0,0,0,0.0476190476190476,0.19047619047619,0.19047619047619,0.19047619047619,0.0476190476190476,0.0476190476190476,0.0952380952380952,0,0,0.0952380952380952,0.0476190476190476,0.0476190476190476,0,0,0
"LERJ","departure","weekday",0,0,0,0,0,0,0,0.0806483870322594,0.0967680646387072,0,0.0161296774064519,0.0967680646387072,0.129027419451611,0.112897742045159,0.0483890322193556,0.0806483870322594,0.0483890322193556,0.0645187096258075,0.0483890322193556,0.0322593548129037,0.0645187096258075,0.0806483870322594,0,0
"LERS","arrival","weekend",0,0,0,0,0,0,0,0,0.0102,0.05102,0.10204,0.08163,0.14286,0.09184,0.10204,0.10204,0.04082,0.05102,0.06122,0.05102,0.04082,0.05102,0.02041,0
"LERS","arrival","weekday",0,0,0.00701985960280794,0.00350992980140397,0,0,0,0.00701985960280794,0.0210495790084198,0.112277754444911,0.0947381052378953,0.0701785964280714,0.112277754444911,0.0771884562308754,0.0806983860322794,0.0561388772224556,0.0666686666266675,0.0526289474210516,0.0596488070238595,0.0912281754364913,0.0315793684126317,0.0350892982140357,0.0140397192056159,0.00701985960280794
"LERS","departure","weekend",0,0,0,0,0,0,0,0,0.01031,0.03093,0.07216,0.16495,0.09278,0.07216,0.05155,0.1134,0.10309,0.05155,0.10309,0.04124,0.01031,0.02062,0.05155,0.01031
"LERS","departure","weekday",0.00701985960280794,0,0,0.00701985960280794,0.00701985960280794,0,0,0.00350992980140397,0.0491190176196476,0.0701785964280714,0.0666686666266675,0.0982480350392992,0.0982480350392992,0.0877182456350873,0.0912281754364913,0.0526289474210516,0.0491190176196476,0.112277754444911,0.0596488070238595,0.0736785264294714,0.0210495790084198,0.0140397192056159,0.0315793684126317,0
"LESA","arrival","weekend",0,0,0,0,0,0,0,0,0,0,0.136362727254545,0.0909118182363647,0.0454509090181804,0.0909118182363647,0.0454509090181804,0.0909118182363647,0,0.136362727254545,0.181823636472729,0.0909118182363647,0.0454509090181804,0,0,0.0454509090181804
"LESA","arrival","weekday",0,0,0,0,0,0,0,0,0.00571,0.01143,0.10857,0.09714,0.12,0.11429,0.07429,0.04,0.07429,0.10857,0.10857,0.10857,0.02286,0,0.00571,0
"LESA","departure","weekend",0,0,0,0,0,0,0,0,0,0.0454513635409062,0.0909127273818215,0.0454513635409062,0.0454513635409062,0.0909127273818215,0.0454513635409062,0.0909127273818215,0.136364090922728,0.0909127273818215,0.136364090922728,0.0454513635409062,0.0909127273818215,0,0,0.0454513635409062
"LESA","departure","weekday",0,0,0,0,0,0,0,0.00561988760224796,0.0449391012179756,0.151686966260675,0.123597528049439,0.117977640447191,0.0786484270314594,0.0337093258134837,0.00561988760224796,0.129207415851683,0.0842683146337073,0.0617987640247195,0.0898882022359553,0.0393292134157317,0.0280894382112358,0,0.00561988760224796,0
"LESO","arrival","weekend",0,0,0,0,0,0,0,0.02703,0,0,0.08108,0,0.10811,0.18919,0.02703,0.16216,0.10811,0.05405,0.13514,0,0.05405,0.05405,0,0
"LESO","arrival","weekday",0,0,0,0,0,0,0,0.023079769202308,0.015379846201538,0.015379846201538,0.0923090769092309,0.0692293077069229,0.0615393846061539,0.0846191538084619,0.0846191538084619,0.015379846201538,0.0923090769092309,0.0769192308076919,0.153848461515385,0.0538494615053849,0.030769692303077,0.130768692313077,0,0
"LESO","departure","weekend",0,0,0,0,0,0,0,0.09375,0.03125,0.03125,0.09375,0.0625,0.0625,0.03125,0.09375,0.0625,0.125,0.0625,0.15625,0.0625,0,0.03125,0,0
"LESO","departure","weekday",0,0,0,0,0,0,0,0.08397,0.0458,0.00763,0.0687,0.08397,0.05344,0.0687,0.12214,0.05344,0.08397,0.07634,0.1145,0.0458,0.03053,0.03817,0.00763,0.01527
"LEST","arrival","weekend",0.014929402823887,0,0,0,0,0,0,0.014929402823887,0.0746270149194032,0.0298488060477581,0.0447782088716451,0.134324627014919,0.0298488060477581,0.0895464181432743,0.014929402823887,0.0447782088716451,0.0746270149194032,0.0447782088716451,0.0895464181432743,0.0298488060477581,0.0447782088716451,0.104475820967161,0.0447782088716451,0.0746270149194032
"LEST","arrival","weekday",0.025909740902591,0,0,0,0,0,0,0,0.108808911910881,0.031089689103109,0.041449585504145,0.13989860101399,0.0828991710082899,0.036269637303627,0.0569894301056989,0.020729792702073,0.0777192228077719,0.0828991710082899,0.025909740902591,0.0777192228077719,0.0621793782062179,0.0880791192088079,0.025909740902591,0.015539844601554
"LEST","departure","weekend",0.04412,0,0,0,0,0,0,0.02941,0.05882,0.05882,0.02941,0.07353,0.11765,0.04412,0.05882,0.04412,0.05882,0.04412,0.07353,0.07353,0.04412,0.04412,0.05882,0.04412
"LEST","departure","weekday",0.00523989520209596,0,0,0,0,0,0.0209395812083758,0.0261794764104718,0.00523989520209596,0.125647487050259,0.0471190576188476,0.0994780104397912,0.0628287434251315,0.0942381152376953,0.0732985340293194,0.0209395812083758,0.0261794764104718,0.0942381152376953,0.0523589528209436,0.0575888482230355,0.0994780104397912,0.0575888482230355,0.0157096858062839,0.0157096858062839
"LETO","arrival","weekend",0.025,0,0,0,0,0,0,0.025,0,0.025,0.025,0.1,0.075,0,0.05,0.025,0.025,0.125,0.075,0.1,0.075,0.15,0.025,0.075
"LETO","arrival","weekday",0,0,0,0,0,0,0.00780976570702879,0.0156295311140666,0.00780976570702879,0.0234392968210954,0.0703078907632771,0.0624981250562483,0.0546883593492195,0.101556953291401,0.0624981250562483,0.0624981250562483,0.0781276561703149,0.0468785936421907,0.109376718698439,0.0468785936421907,0.0703078907632771,0.0781276561703149,0.0781276561703149,0.0234392968210954
"LETO","departure","weekend",0,0,0,0,0,0,0.08,0.08,0,0.08,0.12,0.16,0.12,0.04,0,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0.08
"LETO","departure","weekday",0,0.00751992480075199,0,0,0,0,0.015039849601504,0.0827091729082709,0.0601493985060149,0.0676693233067669,0.0601493985060149,0.0676693233067669,0.0526294737052629,0.0977390226097739,0.045109548904511,0.022559774402256,0.112778872211278,0.045109548904511,0.0751892481075189,0.0827091729082709,0.022559774402256,0.0526294737052629,0.015039849601504,0.015039849601504
"LEVC","arrival","weekend",0.02397,0.01027,0.00685,0,0,0,0,0.00685,0.0137,0.06164,0.04795,0.0411,0.07534,0.08562,0.10274,0.07192,0.03767,0.06164,0.07877,0.05479,0.05822,0.07192,0.05822,0.03082
"LEVC","arrival","weekday",0.0216,0.00508,0.00127,0,0.00508,0.00381,0.01017,0.0216,0.04066,0.05591,0.06989,0.06099,0.05845,0.0737,0.07116,0.0737,0.0216,0.08259,0.0648,0.05337,0.06099,0.04828,0.05845,0.03685
"LEVC","departure","weekend",0,0.00342013680547222,0,0,0,0.00342013680547222,0.0205508220328813,0.0547921916876675,0.0616424656986279,0.0547921916876675,0.0890435617424697,0.0753430137205488,0.0684927397095884,0.0445217808712348,0.0821932877315093,0.0684927397095884,0.0582223288931557,0.0616424656986279,0.0684927397095884,0.0547921916876675,0.0376715068602744,0.030821232849314,0.0411016440657626,0.0205508220328813
"LEVC","departure","weekday",0.00253,0.00253,0.00126,0,0.00126,0.00126,0.04167,0.07828,0.04798,0.05429,0.06692,0.06566,0.05934,0.06061,0.07323,0.06944,0.06818,0.0404,0.07702,0.05556,0.06061,0.03914,0.02778,0.00505
"LEVD","arrival","weekend",0,0,0,0,0,0,0,0,0,0,0.19047619047619,0.0952380952380952,0.0714285714285714,0.0952380952380952,0.19047619047619,0.0238095238095238,0.0714285714285714,0,0.0714285714285714,0.0476190476190476,0.0952380952380952,0,0.0476190476190476,0
"LEVD","arrival","weekday",0,0,0,0,0,0,0,0,0.02189978100219,0.02919970800292,0.102188978110219,0.131388686113139,0.0729892701072989,0.0875891241087589,0.109488905110949,0.0802891971080289,0.0802891971080289,0.02919970800292,0.0802891971080289,0.0729892701072989,0.03649963500365,0.02189978100219,0.03649963500365,0.00729992700072999
"LEVD","departure","weekend",0,0,0,0,0,0,0,0.108696739097827,0,0,0.108696739097827,0.19564413067608,0.108696739097827,0.0434786956391308,0.0869573912782616,0.0869573912782616,0.0652180434586962,0.0217393478195654,0,0.0869573912782616,0.0869573912782616,0,0,0
"LEVD","departure","weekday",0,0,0,0,0,0,0,0.08209,0.02985,0.01493,0.10448,0.10448,0.1194,0.08955,0.11194,0.06716,0.04478,0.05224,0.02985,0.07463,0.0597,0.00746,0.00746,0
"LEVT","arrival","weekend",0,0,0,0,0.0526315789473684,0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0,0.0526315789473684,0.105263157894737,0.0526315789473684,0.157894736842105,0.0526315789473684,0,0.0526315789473684,0,0,0.105263157894737,0.0526315789473684,0.105263157894737,0,0.0526315789473684
"LEVT","arrival","weekday",0.0410987670369889,0.0273991780246593,0.00684979450616482,0.0136995890123296,0.0890373288801336,0.0616381508554743,0,0.0205493835184944,0.0958871233862984,0.0136995890123296,0.0273991780246593,0.0136995890123296,0.0273991780246593,0.0410987670369889,0,0.0136995890123296,0.0205493835184944,0.0273991780246593,0.0547883563493095,0.0342489725308241,0.109586712398628,0.232873013809586,0.0205493835184944,0.00684979450616482
"LEVT","departure","weekend",0,0,0,0,0,0,0,0.11765,0.05882,0,0.11765,0.11765,0.17647,0.05882,0,0.05882,0,0,0.11765,0,0.05882,0,0.11765,0
"LEVT","departure","weekday",0.013330133301333,0.013330133301333,0.040000400004,0.013330133301333,0,0.013330133301333,0.0733307333073331,0.180001800018,0.040000400004,0.026670266702667,0,0.033330333303333,0.033330333303333,0.026670266702667,0.040000400004,0.00667006670066701,0.040000400004,0.040000400004,0.020000200002,0.0600006000060001,0.0733307333073331,0.040000400004,0.00667006670066701,0.166671666716667
"LEVX","arrival","weekend",0,0,0,0,0,0,0,0,0,0.0198005940178205,0.0891126733802014,0.108913267398022,0.0891126733802014,0.237627128813864,0.118813564406932,0.0495014850445513,0.0198005940178205,0.0495014850445513,0.0594117823534706,0.0396011880356411,0.0495014850445513,0.0297008910267308,0.0396011880356411,0
"LEVX","arrival","weekday",0.0135704071122134,0.00452013560406812,0,0,0,0,0.00452013560406812,0.0181005430162905,0.036201086032581,0.0135704071122134,0.0633519005570167,0.0769223076692301,0.0497714931447943,0.0995529865895977,0.0678720361610848,0.036201086032581,0.0905027150814524,0.0995529865895977,0.0543016290488715,0.0497714931447943,0.0859725791773753,0.0905027150814524,0.0316709501285038,0.0135704071122134
"LEVX","departure","weekend",0,0,0,0,0,0,0.026790267902679,0,0,0.035710357103571,0.0535705357053571,0.044640446404464,0.18750187501875,0.107141071410714,0.0982109821098211,0.017860178601786,0.035710357103571,0.18750187501875,0.0982109821098211,0.044640446404464,0.017860178601786,0.026790267902679,0.017860178601786,0
"LEVX","departure","weekday",0,0,0,0,0,0,0.0452290954180916,0.0200995980080398,0.00502989940201196,0.0602987940241195,0.0301493970120598,0.110547789044219,0.0753784924301514,0.0351792964140717,0.0502489950200996,0.0452290954180916,0.0803983920321594,0.0904481910361793,0.0904481910361793,0.0552788944221116,0.0904481910361793,0.0653286934261315,0.0351792964140717,0.0150796984060319
"LEXJ","arrival","weekend",0,0,0,0,0,0,0,0,0,0,0.0740707407074071,0.0925909259092591,0.0555605556055561,0.111111111111111,0.0925909259092591,0.0555605556055561,0.0740707407074071,0.0925909259092591,0.129631296312963,0.111111111111111,0,0.0740707407074071,0.037040370403704,0
"LEXJ","arrival","weekday",0,0,0.00564983050508485,0,0,0,0,0.0112996610101697,0.0395488135355939,0.0282491525254242,0.0847474575762727,0.0395488135355939,0.129936101916942,0.0677979660610182,0.101686949391518,0.0564983050508485,0.0395488135355939,0.0847474575762727,0.0790976270711879,0.0395488135355939,0.0395488135355939,0.0903972880813576,0.0564983050508485,0.00564983050508485
"LEXJ","departure","weekend",0,0,0,0,0,0,0,0.0526310526210524,0,0.0175403508070161,0.0350907018140363,0.105262105242105,0.105262105242105,0.0526310526210524,0.122812456249125,0.0175403508070161,0.0877217544350887,0.0701814036280726,0.105262105242105,0.0877217544350887,0.105262105242105,0.0175403508070161,0.0175403508070161,0
"LEXJ","departure","weekday",0.00578011560231205,0,0,0,0,0,0,0.0462409248184964,0.0404608092161843,0.0520210404208084,0.0520210404208084,0.0520210404208084,0.0462409248184964,0.0982719654393088,0.0924918498369968,0.0693613872277446,0.0693613872277446,0.109832196643933,0.0578011560231205,0.0924918498369968,0.0231204624092482,0.0693613872277446,0.0231204624092482,0
"LEZG","arrival","weekend",0,0,0,0,0,0,0,0,0,0.037739622603774,0.0565994340056599,0.132078679213208,0.113208867911321,0.132078679213208,0.0565994340056599,0.113208867911321,0.0565994340056599,0.018869811301887,0.018869811301887,0.0754692453075469,0.0565994340056599,0.113208867911321,0.018869811301887,0
"LEZG","arrival","weekday",0,0,0.00689986200275995,0,0,0,0.0206895862082758,0.0206895862082758,0.00689986200275995,0.00689986200275995,0.0620687586248275,0.0965480690386192,0.0482790344193116,0.0620687586248275,0.0689686206275875,0.0965480690386192,0.0206895862082758,0.0758584828303434,0.0689686206275875,0.0758584828303434,0.110337793244135,0.103447931041379,0.0482790344193116,0
"LEZG","departure","weekend",0,0,0,0,0,0,0,0.0192303846076922,0.0576911538230765,0.0769215384307686,0.0384607692153843,0.134622692453849,0.0769215384307686,0.153853077061541,0.0576911538230765,0.115382307646153,0.0384607692153843,0.0384607692153843,0.0384607692153843,0.0384607692153843,0,0.0384607692153843,0.0384607692153843,0.0384607692153843
"LEZG","departure","weekday",0,0,0,0,0,0,0,0.07639,0.01389,0.05556,0.04861,0.10417,0.09028,0.04861,0.03472,0.04861,0.08333,0.04861,0.09028,0.0625,0.09028,0.0625,0.02083,0.02083
"LEZL","arrival","weekend",0.0694393056069439,0,0,0,0,0,0,0.013889861101389,0.0624993750062499,0.027779722202778,0.0763892361076389,0.0694393056069439,0.138888611113889,0.034719652803472,0.048609513904861,0.027779722202778,0.0902790972090279,0.027779722202778,0.041669583304167,0.048609513904861,0.0555594444055559,0.0833291667083329,0.027779722202778,0.0555594444055559
"LEZL","arrival","weekday",0.05439,0.00209,0.00209,0,0,0,0.00209,0.01464,0.06904,0.04812,0.06904,0.09833,0.08996,0.05439,0.04184,0.03347,0.06067,0.04184,0.06067,0.06067,0.06904,0.04603,0.03975,0.04184
"LEZL","departure","weekend",0,0,0,0,0,0,0.0559394406055939,0.0909090909090909,0.041959580404196,0.0629393706062939,0.041959580404196,0.0559394406055939,0.111888881111189,0.111888881111189,0.041959580404196,0.034969650303497,0.0489495105048949,0.0699293007069929,0.041959580404196,0.0489495105048949,0.0489495105048949,0.041959580404196,0.041959580404196,0.00698993010069899
"LEZL","departure","weekday",0.018830188301883,0,0,0.002090020900209,0,0,0.043930439304393,0.0732207322073221,0.05230052300523,0.048120481204812,0.0836808368083681,0.0648506485064851,0.0711307113071131,0.0920509205092051,0.041840418404184,0.037660376603766,0.041840418404184,0.0585805858058581,0.0564905649056491,0.0732207322073221,0.054390543905439,0.0648506485064851,0.018830188301883,0.002090020900209
"LEBG","arrival","weekend",0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0909090909090909,0.181818181818182,0.0909090909090909,0,0,0.272727272727273,0,0,0,0,0
