engine_id,co,hc,nox_no2,fuel,pm10,pm25,co2,so2
11GE145,0.0005521,6.453e-05,0.01163,0.717,6.187e-05,6.187e-05,2.25855,0.0003585
11GE146,0.0005521,6.453e-05,0.01163,0.717,6.187e-05,6.187e-05,2.25855,0.0003585
11GE147,0.0005521,6.453e-05,0.01163,0.717,6.187e-05,6.187e-05,2.25855,0.0003585
11HN003,0.0001814,1.728e-05,0.004657,0.288,9.158e-05,9.158e-05,0.9072,0.000144
11HN005,0.0001848,1.848e-05,0.005064,0.308,9.794e-05,9.794e-05,0.9702,0.000154
11PJ001,0.0002351,2.612e-05,0.00907,0.653,0.000238,0.000238,2.05695,0.0003265
11PJ002,0.0002073,2.764e-05,0.01003,0.691,0.0002585,0.0002585,2.17665,0.0003455
11PW100,0.0001973,2.74e-08,0.003746,0.274,1.361e-05,1.361e-05,0.8631,0.000137
11RR048,0.0005738,3.02e-05,0.009302,0.604,6.477e-05,6.477e-05,1.9026,0.000302
12GE148,0.002244,3.138e-05,0.01523,1.569,7.92e-05,7.92e-05,4.94235,0.0007845
12GE149,0.001346,3.366e-05,0.01964,1.683,8.496e-05,8.496e-05,5.30145,0.0008415
12GE150,0.0006754,3.752e-05,0.02882,1.876,9.47e-05,9.47e-05,5.9094,0.000938
12GE151,0.0005667,3.908e-05,0.0333,1.954,9.864e-05,9.864e-05,6.1551,0.000977
12GE152,0.000482,4.102e-05,0.03958,2.051,0.0001035,0.0001035,6.46065,0.0010255
12GE153,0.000482,4.102e-05,0.03958,2.051,0.0001035,0.0001035,6.46065,0.0010255
12GE154,0.000482,4.102e-05,0.03958,2.051,0.0001035,0.0001035,6.46065,0.0010255
12GE155,0.0004184,4.404e-05,0.05144,2.202,0.0001112,0.0001112,6.9363,0.001101
12GE156,0.0004245,4.468e-05,0.05438,2.234,0.0001128,0.0001128,7.0371,0.001117
12PW101,0.0009976,0.0001222,0.05096,2.036,0.0001569,0.0001569,6.4134,0.001018
12PW102,0.001063,0.0001488,0.05521,2.125,0.0001698,0.0001698,6.69375,0.0010625
12RR055,0.0008634,1.877e-07,0.06676,1.877,0.0001229,0.0001229,5.91255,0.0009385
12RR056,0.000983,2.048e-07,0.08188,2.048,0.0001301,0.0001301,6.4512,0.001024
12RR057,0.000983,2.048e-07,0.08188,2.048,0.0001301,0.0001301,6.4512,0.001024
12RR058,0.0006632,1.579e-07,0.04519,1.579,0.0001112,0.0001112,4.97385,0.0007895
12RR059,0.000925,1.968e-07,0.07447,1.968,0.0001269,0.0001269,6.1992,0.000984
12RR060,0.0007353,1.71e-07,0.05393,1.71,0.000117,0.000117,5.3865,0.000855
12RR061,0.0008469,1.882e-07,0.06677,1.882,0.0001232,0.0001232,5.9283,0.000941
12RR062,0.0009854,2.053e-07,0.08183,2.053,0.0001305,0.0001305,6.46695,0.0010265
12RR063,0.0009854,2.053e-07,0.08183,2.053,0.0001305,0.0001305,6.46695,0.0010265
12RR064,0.0006644,1.582e-07,0.04512,1.582,0.0001114,0.0001114,4.9833,0.000791
12RR065,0.0009076,1.973e-07,0.07458,1.973,0.0001273,0.0001273,6.21495,0.0009865
12RR066,0.0007375,1.715e-07,0.05401,1.715,0.0001173,0.0001173,5.40225,0.0008575
12RR067,0.001065,2.173e-07,0.09359,2.173,0.000136,0.000136,6.84495,0.0010865
12RR068,0.001065,2.173e-07,0.09359,2.173,0.000136,0.000136,6.84495,0.0010865
12RR069,0.0009854,2.053e-07,0.08183,2.053,0.0001305,0.0001305,6.46695,0.0010265
13AA006,0.0005756,0.0001663,0.02984,1.279,0.0003201,0.0003201,4.02885,0.0006395
13AA007,0.0005416,0.0001354,0.03612,1.354,0.0006902,0.0006902,4.2651,0.000677
13AA008,0.0007261,0.0001564,0.02851,1.117,0.0005782,0.0005782,3.51855,0.0005585
13AL027,2.714e-08,2.714e-06,0.004915,0.2714,1.351e-05,1.351e-05,0.85491,0.0001357
13GE157,0.0005634,4.024e-05,0.0361,2.012,0.0001016,0.0001016,6.3378,0.001006
13GE158,0.0003415,4.018e-05,0.04239,2.009,0.0001014,0.0001014,6.32835,0.0010045
13GE159,0.0002229,4.458e-05,0.05758,2.229,0.0001125,0.0001125,7.02135,0.0011145
13GE160,0.0002416,4.392e-05,0.05468,2.196,0.0001109,0.0001109,6.9174,0.001098
13GE161,0.0003471,4.084e-05,0.04262,2.042,0.0001031,0.0001031,6.4323,0.001021
13GE162,0.0003471,4.084e-05,0.04262,2.042,0.0001031,0.0001031,6.4323,0.001021
13GE163,0.0003471,4.084e-05,0.04262,2.042,0.0001031,0.0001031,6.4323,0.001021
13GE164,0.0004663,3.886e-05,0.03608,1.943,9.808e-05,9.808e-05,6.12045,0.0009715
13GE165,0.0006334,3.726e-05,0.03139,1.863,9.404e-05,9.404e-05,5.86845,0.0009315
13GE166,0.001551,3.336e-05,0.02213,1.668,8.42e-05,8.42e-05,5.2542,0.000834
13GE167,0.002688,3.108e-05,0.01793,1.554,7.845e-05,7.845e-05,4.8951,0.000777
13ZM002,0.0002132,5.33e-08,0.01173,0.533,6.263e-05,6.263e-05,1.67895,0.0002665
13ZM003,0.0002527,1.872e-05,0.007488,0.468,3.64e-05,3.64e-05,1.4742,0.000234
13ZM004,0.0001972,2.465e-05,0.008204,0.493,3.919e-05,3.919e-05,1.55295,0.0002465
14HN006,0.0001949,1.869e-05,0.004163,0.267,7.062e-05,7.062e-05,0.84105,0.0001335
14HN007,0.0001821,1.734e-05,0.004688,0.289,9.19e-05,9.19e-05,0.91035,0.0001445
14HN008,0.0001778,1.872e-05,0.005267,0.312,9.921e-05,9.921e-05,0.9828,0.000156
14HN009,0.0001823,1.854e-05,0.005142,0.309,9.826e-05,9.826e-05,0.97335,0.0001545
14IA018,0.0004424,2.158e-05,0.0262,1.079,0.0002045,0.0002045,3.39885,0.0005395
14PW103,0.000175,3.07e-08,0.004593,0.307,6.108e-05,6.108e-05,0.96705,0.0001535
14RR070,0.001164,2.375e-05,0.05914,2.375,0.0002013,0.0002013,7.48125,0.0011875
14RR071,0.00124,2.53e-05,0.06785,2.53,0.0002128,0.0002128,7.9695,0.001265
14RR072,0.000891,1.98e-07,0.05643,1.98,0.0001638,0.0001638,6.237,0.00099
14RR073,0.0008942,2.129e-07,0.06632,2.129,0.0001691,0.0001691,6.70635,0.0010645
14RR074,0.0008942,2.129e-07,0.06632,2.129,0.0001691,0.0001691,6.70635,0.0010645
14RR075,0.0008993,2.306e-07,0.07963,2.306,0.0001769,0.0001769,7.2639,0.001153
15PW104,0.0002116,1.984e-05,0.009377,0.6613,3.43e-05,3.43e-05,2.083095,0.00033065
15PW105,0.0002116,1.984e-05,0.009377,0.6613,3.43e-05,3.43e-05,2.083095,0.00033065
15PW106,0.0001871,2.245e-05,0.01222,0.7484,3.992e-05,3.992e-05,2.35746,0.0003742
15PW107,0.0001677,2.516e-05,0.01587,0.8385,4.854e-05,4.854e-05,2.641275,0.00041925
15PW108,0.0001677,2.516e-05,0.01587,0.8385,4.854e-05,4.854e-05,2.641275,0.00041925
15PW109,5.538e-06,2.769e-08,0.004275,0.2769,1.705e-05,1.705e-05,0.872235,0.00013845
1AA001,0.00312,0.0001365,0.01589,0.975,0.0004355,0.0004355,3.07125,0.0004875
1AA002,0.003976,0.001136,0.01917,1.42,0.0006475,0.0006475,4.473,0.00071
1AA003,0.00481,0.00052,0.01638,1.3,0.0006775,0.0006775,4.095,0.00065
1AA004,0.00396,0.00055,0.01276,1.1,0.006284,0.006284,3.465,0.00055
1AS001,0.0003512,2.214e-05,0.002263,0.173,0.0002197,0.0002197,0.54495,8.65e-05
1AS002,0.0003013,1.339e-05,0.00298,0.186,0.0002354,0.0002354,0.5859,9.3e-05
1CM001,0.0008199,3.644e-05,0.01576,0.911,6.24e-05,6.24e-05,2.86965,0.0004555
1CM002,0.0007371,4.095e-05,0.0131,0.819,5.213e-05,5.213e-05,2.57985,0.0004095
1CM003,0.0007371,4.095e-05,0.0131,0.819,5.213e-05,5.213e-05,2.57985,0.0004095
1CM004,0.0007524,3.96e-05,0.01228,0.792,4.867e-05,4.867e-05,2.4948,0.000396
1CM005,0.0007902,4.127e-05,0.01466,0.878,5.569e-05,5.569e-05,2.7657,0.000439
1CM006,0.000732,3.66e-05,0.01076,0.732,4.467e-05,4.467e-05,2.3058,0.000366
1CM007,0.0008586,3.816e-05,0.01698,0.954,6.397e-05,6.397e-05,3.0051,0.000477
1CM008,0.0007758,0.0001983,0.0169,0.862,0.0001201,0.0001201,2.7153,0.000431
1CM009,0.0008325,0.000185,0.01952,0.925,0.0001303,0.0001303,2.91375,0.0004625
1CM010,0.0008608,8.608e-06,0.02776,1.076,0.0003779,0.0003779,3.3894,0.000538
1CM011,0.0009274,9.048e-06,0.03065,1.131,0.0004225,0.0004225,3.56265,0.0005655
1GE001,0.0007155,0.0004293,0.04665,1.431,0.0001183,0.0001183,4.50765,0.0007155
1GE002,0.000751,0.0004506,0.05092,1.502,0.0001241,0.0001241,4.7313,0.000751
1GE003,0.0007155,0.0004293,0.04665,1.431,0.0001183,0.0001183,4.50765,0.0007155
1GE004,0.000751,0.0004506,0.05092,1.502,0.0001241,0.0001241,4.7313,0.000751
1GE007,0.0009875,0.001383,0.05866,1.975,0.0002207,0.0002207,6.22125,0.0009875
1GE010,0.001975,0.0005206,0.04595,1.795,0.0002138,0.0002138,5.65425,0.0008975
1GE011,0.001975,0.0005206,0.04595,1.795,0.0002138,0.0002138,5.65425,0.0008975
1GE012,0.002074,0.0006975,0.05014,1.885,0.000236,0.000236,5.93775,0.0009425
1GE013,0.002074,0.0006975,0.05014,1.885,0.000236,0.000236,5.93775,0.0009425
1GE034,3.343e-08,2.006e-05,0.00339,0.3343,3.24e-05,3.24e-05,1.053045,0.00016715
1GE035,3.343e-08,2.006e-05,0.00339,0.3343,3.24e-05,3.24e-05,1.053045,0.00016715
1IA001,0.0005082,0.0001016,0.02848,0.924,0.0001191,0.0001191,2.9106,0.000462
1IA002,0.0005456,3.608e-05,0.01962,0.88,0.0002074,0.0002074,2.772,0.00044
1IA003,0.0005456,3.608e-05,0.01962,0.88,0.0002074,0.0002074,2.772,0.00044
1IA004,0.0005578,4.084e-05,0.025,0.996,0.0002116,0.0002116,3.1374,0.000498
1IA005,0.00056,4.416e-05,0.02919,1.077,0.0002189,0.0002189,3.39255,0.0005385
1KK002,0.00798,0.00266,1.33e-07,1.33,0.003837,0.003837,4.1895,0.000665
1KK003,0.00672,0.00096,0.01936,1.6,0.0005657,0.0005657,5.04,8e-04
1KK004,0.00374,0.00034,0.02108,1.7,0.00445,0.00445,5.355,0.00085
1KK005,0.00323,0.000221,0.01598,1.7,0.0002496,0.0002496,5.355,0.00085
1PW001,0.00261,0.001864,0.009227,0.932,0.0007512,0.0007512,2.9358,0.000466
1PW003,1.032e-07,1.032e-07,1.032e-07,1.032,0.0001406,0.0001406,3.2508,0.000516
1PW007,0.0009383,0.0001522,0.01226,0.8453,0.000126,0.000126,2.662695,0.00042265
1PW008,0.001736,0.0004111,0.01334,0.9136,0.0002897,0.0002897,2.87784,0.0004568
1PW010,0.001087,0.0002646,0.01427,0.945,0.0002064,0.0002064,2.97675,0.0004725
1PW011,0.001075,0.0002955,0.01245,0.8955,0.0002022,0.0002022,2.820825,0.00044775
1PW013,0.001097,0.0002692,0.01565,0.997,0.0002291,0.0002291,3.14055,0.0004985
1PW014,0.001084,0.0002803,0.01336,0.9344,0.000219,0.000219,2.94336,0.0004672
1PW015,0.001131,0.0002827,0.01675,1.047,0.0002698,0.0002698,3.29805,0.0005235
1PW016,0.001136,0.0002978,0.01941,1.103,0.0002853,0.0002853,3.47445,0.0005515
1PW017,0.001376,0.0004914,0.01867,0.9828,0.000216,0.000216,3.09582,0.0004914
1PW018,0.001326,0.0004635,0.02221,1.078,0.0002626,0.0002626,3.3957,0.000539
1PW023,0.001601,1.779e-07,0.05604,1.779,0.0002214,0.0002214,5.60385,0.0008895
1PW024,0.001712,1.902e-07,0.06638,1.902,0.0002367,0.0002367,5.9913,0.000951
1PW025,0.0003999,0.0003999,0.05119,2,0.0001924,0.0001924,6.3,0.001
1PW026,0.0008054,0.0002014,0.05034,1.678,0.0001247,0.0001247,5.2857,0.000839
1PW027,0.0009137,0.0002241,0.05896,1.724,0.0001324,0.0001324,5.4306,0.000862
1PW028,0.001225,0.0002378,0.05432,1.829,0.0001349,0.0001349,5.76135,0.0009145
1PW029,0.001184,0.0002632,0.05546,1.88,0.0001614,0.0001614,5.922,0.00094
1PW030,0.001259,0.0002799,0.05997,1.999,0.0001793,0.0001793,6.29685,0.0009995
1PW032,0.001712,1.902e-07,0.06638,1.902,0.0002367,0.0002367,5.9913,0.000951
1PW033,0.0003999,0.0003999,0.05119,2,0.0001924,0.0001924,6.3,0.001
1PW034,0.0003999,0.0003999,0.05119,2,0.0001924,0.0001924,6.3,0.001
1PW035,0.000434,1.24e-06,0.0008395,0.124,1.481e-05,1.481e-05,0.3906,6.2e-05
1PW036,0.0004547,2.717e-05,0.001224,0.143,1.83e-05,1.83e-05,0.45045,7.15e-05
1PW037,0.0001986,0.0002245,0.001741,0.1727,4.111e-05,4.111e-05,0.544005,8.635e-05
1PW038,0.0007532,0.0001207,0.001764,0.1802,3.242e-05,3.242e-05,0.56763,9.01e-05
1PW042,0.0011,1.93e-05,0.0442,1.93,0.000156,0.000156,6.0795,0.000965
1PW045,0.001105,1.783e-05,0.03762,1.783,0.0001372,0.0001372,5.61645,0.0008915
1PW047,0.0011,1.93e-05,0.0442,1.93,0.000156,0.000156,6.0795,0.000965
1PW048,0.001082,4.008e-05,0.04749,2.004,0.0001664,0.0001664,6.3126,0.001002
1PW051,0.0002773,0.0003368,0.04873,1.981,0.0002527,0.0002527,6.24015,0.0009905
1PW052,0.001063,6.255e-05,0.0515,2.085,0.0001768,0.0001768,6.56775,0.0010425
1PW053,0.001043,0.0001683,0.03664,1.683,0.0001394,0.0001394,5.30145,0.0008415
1PW054,0.001054,0.0001757,0.0396,1.757,0.0001344,0.0001344,5.53455,0.0008785
1PW055,0.001071,0.0001721,0.04635,1.912,0.0001537,0.0001537,6.0228,0.000956
1PW057,0.001079,0.000166,0.05466,2.075,0.0001762,0.0001762,6.53625,0.0010375
1PW059,0.001105,0.0001733,0.05967,2.166,0.0001911,0.0001911,6.8229,0.001083
1RR001,0.003286,0.0003078,0.003869,0.416,0.0001531,0.0001531,1.3104,0.000208
1RR003,0.002597,0.0003865,0.04157,1.546,0.0002779,0.0002779,4.8699,0.000773
1RR005,0.0005907,0.0004654,0.06838,1.79,0.0002018,0.0002018,5.6385,0.000895
1RR006,0.003293,0.0004444,0.06525,2.02,0.0002408,0.0002408,6.363,0.00101
1RR008,0.0006494,0.0004966,0.08215,1.91,0.0002142,0.0002142,6.0165,0.000955
1RR010,0.0008944,0.0005616,0.08432,2.08,0.000292,0.000292,6.552,0.00104
1RR011,0.0008246,0.0007161,0.1005,2.17,0.0003131,0.0003131,6.8355,0.001085
1RR012,0.0003969,0.0002058,0.03659,1.47,0.0001332,0.0001332,4.6305,0.000735
