ID,CO,SO2,NO,NO2,HONO,NH3,PMC,PEC,PMFINE,PNO3,POC,PSO4,PAR,OLE,TOL,XYL,FORM,ALD2,ETH,ISOP,MEOH,ETOH,ETHA,IOLE,ALDX,TERP,BENZENE
default,1,1,0.9,0.1,0,1,1,0.197,0.214,0,0.504,0.085,0.030671621,0.001110986,0.00113242,0.000762167,0.001693214,0,0.004455826,0,0,0,0,0,0,0,0.002496421
