ID,CO,SO2,NO,NO2,HONO,NH3,PMC,PEC,PMFINE,PNO3,POC,PSO4,PAR,OLE,TOL,XYL,FORM,ALD2,ETH,ISOP,MEOH,ETOH,ETHA,IOLE,ALDX,TERP,BENZENE
default,1,1,0.9,0.1,0,1,1,0.771241,0.04908,0.001141,0.175588,0.00295,0.039123378,0.00110956,0.000245381,0.000475665,0.002060498,0.000227002,0.003921127,0,0,0,0.000166284,0.000789572,0.000310864,0,0.000332856
